,respondent,task,complexity,interval,time,company,purpose,purpose_tokens,purpose_token_count,purpose_word_count,detail,desc_tokens,desc_token_count,desc_token_count_group,desc_word_count,desc_word_count_group,desc_eval_comp,desc_eval_elem,desc_eval_char,desc_eval_sum,PQ1,ATT1,PQ2,HQ1,PQ3,HQ2,HQ3,ATT2,PQ4,HQ4,PQ,HQ,ATT,familiarity
264,5,1,0.22,5s,118.0,1.0,1.0,sustainable fashion woman kid,4,7,0.0,web page woman child bright clothing company white writing blue background called whistle sold sustainable clothing,16,high,37,high,2,3,0,3,4,3,5,4,5,4,3,5,6,3,5.0,3.5,4.0,False
265,5,2,2.0,5s,104.0,1.0,1.0,eyewear contact lens sunglass,4,4,0.0,box bottom web page contact lens sunglass eye wear featured including child company top page,15,high,41,high,2,3,0,3,4,3,5,3,4,2,2,3,3,3,4.0,2.5,3.0,False
266,5,3,2.97,5s,105.0,1.0,1.0,clothing,1,1,0.0,ugly website large leopard big image laid confusing hard due mix font colour,13,high,39,high,1,1,1,2,2,1,2,1,4,1,2,2,1,1,2.25,1.25,1.5,False
267,5,4,5.27,5s,75.0,1.0,1.0,weather information,2,2,0.0,blue white website design cheap graphic tab top radar information weather report,12,med,19,med,1,2,1,3,3,2,3,2,4,2,3,4,2,2,3.0,2.25,3.0,False
268,5,5,7.5,5s,149.0,1.0,1.0,supply,1,2,1.0,page large cardboard box website messy hard product box bottom page colour horrible,13,high,35,high,2,2,2,4,3,1,5,3,5,3,2,2,4,3,4.25,2.75,1.5,False
269,5,6,8.0,5s,120.0,1.0,0.5,news article,2,2,0.5,website white black lot possible link article laid sort news style setting clean functional looked simple,16,high,37,high,1,1,2,3,6,6,7,6,5,5,4,5,6,4,6.0,4.75,5.5,False
270,6,1,0.22,5s,95.0,1.0,1.0,sell men woman childrens clothes,5,6,0.0,simple stylish easy navigate busy webpage enabling shop clothes online weird logo connected website,14,high,25,high,1,1,3,4,7,7,7,7,5,6,6,7,7,4,6.5,5.75,7.0,False
271,6,2,2.0,5s,62.0,0.5,1.0,contact lens glass,3,4,0.0,clear smiley wearing sunglass,4,low,9,low,0,1,0,1,7,7,6,5,6,3,4,4,6,4,6.25,4.0,5.5,False
272,6,3,2.97,5s,78.0,0.0,1.0,outdoorsy shoe clothes,3,4,1.0,big animal bit scary offer clear menu option,8,med,13,med,1,2,1,3,5,3,6,2,4,4,5,4,3,3,4.5,3.5,3.5,False
273,6,4,5.27,5s,82.0,1.0,1.0,weather information prognosis,3,5,0.0,map area weather indicated prognosis prague natural blue colour,9,med,14,med,1,2,1,3,6,5,6,5,4,4,6,6,6,6,5.5,5.25,5.5,False
274,6,5,7.5,5s,70.0,0.5,1.0,animal food accessory,3,4,0.0,lot lot picures text remember pick branch deliver,8,med,22,med,1,1,1,2,2,4,2,3,4,4,4,3,2,4,2.5,3.75,3.5,False
275,6,6,8.0,5s,49.0,1.0,0.5,online magazine,2,5,0.0,bunch article,2,low,4,low,0,1,0,1,2,3,2,4,6,3,2,3,3,4,3.25,3.25,3.0,False
276,7,1,0.22,5s,99.0,1.0,1.0,kid clothing,2,2,0.0,different section different type clothing clothing boy girl,8,med,12,med,0,1,0,1,6,5,5,4,5,4,4,5,5,4,5.25,4.0,5.0,False
277,7,2,2.0,5s,121.0,1.0,1.0,glass contact lens,3,5,1.0,website advertising ready vacation order make customer aware product made sunlight,11,med,20,med,1,1,0,1,6,6,6,5,5,6,5,6,7,5,6.0,5.25,6.0,False
278,7,3,2.97,5s,149.0,1.0,1.0,sell clothing hiking mounting climbing extreme sport activity,8,12,0.0,large option category navigate offering different item sell different,9,med,14,med,0,1,0,1,5,5,5,4,4,6,4,5,4,4,4.5,4.5,5.0,False
279,7,4,5.27,5s,123.0,1.0,1.0,news weather different location,4,8,0.0,map area showing estimated temperature weather condition,7,med,11,low,1,1,0,1,6,5,6,5,6,3,4,6,6,4,6.0,4.0,5.5,False
280,7,5,7.5,5s,176.0,1.0,1.0,toy food supply pet,4,7,1.0,looked website buy treat food toy pet list scroll subheading,10,med,24,high,1,2,0,2,7,7,7,5,6,4,4,7,7,4,6.75,4.25,7.0,False
281,7,6,8.0,5s,145.0,1.0,1.0,news latest gadget technology developed,5,12,1.0,article style layout picture indicating site,6,med,15,med,0,1,1,2,3,2,4,3,6,5,3,4,3,1,4.0,3.0,3.0,False
282,8,1,0.22,5s,121.0,1.0,1.0,clothes sustainable fashion,3,5,1.0,whistle sustainable clothes neutral colour men section picture woman childrens bottom,11,med,21,med,2,2,1,3,7,6,5,5,5,4,4,5,6,4,5.75,4.25,5.5,False
283,8,2,2.0,5s,110.0,1.0,0.5,eye thing holiday thing,4,5,1.0,beach picture bright white page fresh thing select,8,med,13,med,0,1,2,3,7,7,6,6,4,4,4,5,7,4,6.0,4.5,6.0,False
284,8,3,2.97,5s,109.0,1.0,1.0,outdoor walking sport equipment,4,4,0.0,outdoor sport website lion tiger logo section footwear bottom,9,med,25,high,1,2,0,2,6,6,6,5,5,5,4,6,6,4,5.75,4.5,6.0,False
285,8,4,5.27,5s,90.0,1.0,1.0,weather information,2,3,1.0,pretty normal weather website info day side section info week article iceberg,12,med,23,med,1,3,0,3,6,4,6,4,5,4,4,5,5,4,5.5,4.0,4.5,False
286,8,5,7.5,5s,104.0,1.0,1.0,product,1,2,1.0,website pet product colourful banner top,6,med,11,low,0,1,1,2,6,4,6,4,5,4,4,5,6,4,5.75,4.0,4.5,False
287,8,6,8.0,5s,138.0,0.0,0.5,information website news medium read hand side,7,11,0.0,website information news page read hand side big article middle lot left hand side,14,high,29,high,1,3,0,3,3,5,5,5,4,5,5,5,5,5,4.25,5.0,5.0,False
288,9,1,0.22,5s,99.0,1.0,1.0,sustainable fashion,2,4,0.0,top small logo furtherdown picture child woman wearing brand clothes,10,med,23,med,1,2,0,2,6,5,5,5,5,4,4,5,5,5,5.25,4.5,5.0,False
289,9,2,2.0,5s,94.0,1.0,1.0,glass eyewear,2,3,1.0,featured prominent headline summer offer photograph family beach left hand side photoboxes advertising different category sunglass,16,high,33,high,2,3,0,3,5,5,5,5,5,5,4,5,5,5,5.0,4.75,5.0,False
290,9,3,2.97,5s,129.0,1.0,1.0,mountaineering sport item clothing,4,5,0.0,big picture snow leopard foreground woman running mountain background image text click featuring different category product,16,high,38,high,2,3,0,3,5,5,5,5,5,5,4,5,5,5,5.0,4.75,5.0,False
291,9,4,5.27,5s,110.0,1.0,1.0,weather forceasting website,3,6,1.0,weather forecasting website includes forecast day coming day typical symbol forecasting including cloud sun significant part screen,17,high,37,high,2,2,0,2,5,5,5,4,5,2,4,5,3,5,4.5,3.75,5.0,False
292,9,5,7.5,5s,136.0,1.0,1.0,food related item,3,6,0.0,store related item top featured horizontal bar category including small mammal featured specific product price,15,high,34,high,2,2,0,2,5,3,5,4,5,3,3,4,5,4,5.0,3.5,3.5,False
293,9,6,8.0,5s,102.0,1.0,1.0,news tech,2,3,0.0,sidebar block text presumably different article middle headline picture smaller picture relating specific article,14,high,34,high,2,3,0,3,3,3,5,4,5,2,2,3,2,2,3.75,2.5,3.0,False
294,10,1,0.22,5s,105.0,1.0,0.0,pyjama,1,1,0.0,pyjama website design woman child design looked fun engaging child cartoonish design,12,med,22,med,1,1,1,2,6,6,6,5,6,5,4,6,7,5,6.25,4.75,6.0,False
295,10,2,2.0,5s,93.0,1.0,1.0,eye product,2,3,0.5,different eye product slightly misleading initially website holiday guess product thing contact lens sunglass,14,high,26,high,1,1,0,1,2,2,1,2,2,2,2,2,1,2,1.5,2.0,2.0,False
296,10,3,2.97,5s,75.0,1.0,1.0,outdoor gear,2,2,0.0,selling outdoor gear coat backpack,5,low,6,low,0,0,0,0,6,6,5,4,6,4,3,6,6,4,5.75,3.75,6.0,False
297,10,4,5.27,5s,76.0,1.0,1.0,weather forecast,2,2,0.5,weather map weather condition forecast believe forecast rain cloud,9,med,15,med,1,2,0,2,4,3,3,3,5,2,2,3,4,4,4.0,2.75,3.0,False
298,10,5,7.5,5s,130.0,1.0,1.0,animal product feed believe,4,5,0.0,website selling animal product believe feed recall heading top different animal listed,12,med,22,med,1,1,0,1,3,3,2,3,2,2,5,4,3,6,2.5,4.0,3.5,False
299,10,6,8.0,5s,85.0,1.0,1.0,tech news,2,2,0.0,website tech news central column subordinate column left news story,10,med,19,med,1,2,0,2,1,2,1,1,1,1,1,1,1,1,1.0,1.0,1.5,False
300,11,1,0.22,5s,128.0,1.0,1.0,clothing child woman,3,6,0.0,website crowded information simply showing sell clothing woman child,9,med,18,med,1,1,1,2,6,5,5,5,5,4,4,5,5,5,5.25,4.5,5.0,False
301,11,2,2.0,5s,103.0,1.0,1.0,corrective eyeware,2,2,1.0,website contained information glass sun glass contact lens,8,med,11,low,0,1,0,1,5,5,5,5,4,5,6,6,5,5,4.75,5.25,5.5,False
302,11,3,2.97,5s,144.0,1.0,1.0,outdoors equipment,2,2,0.0,website relating outdoors activity tiger lion large picture hiking bottom page showed product selling relevance tiger lion glance,18,high,47,high,2,3,0,3,5,6,6,6,5,5,6,6,5,6,5.25,5.75,6.0,False
303,11,4,5.27,5s,116.0,1.0,1.0,weather forecasting,2,2,0.0,website lot information lot weather symbol orange banner top rain,10,med,26,high,1,2,0,2,3,4,5,4,3,4,4,5,4,5,3.75,4.25,4.5,False
304,11,5,7.5,5s,108.0,1.0,1.0,supply,1,2,0.0,page lot thing grasped theme pet,6,med,28,high,0,0,1,1,3,5,3,4,3,4,4,4,3,4,3.0,4.0,4.5,False
305,11,6,8.0,5s,126.0,1.0,0.5,news article,2,2,0.0,website laid similar news website recognised layout visited site article top relating finance article foreground relating batter plant,18,high,44,high,2,2,1,3,5,5,5,6,6,5,5,5,6,5,5.5,5.25,5.0,False
306,12,1,0.22,5s,125.0,1.0,1.0,sustainable fashion,2,2,0.0,minimalist design sans serif typography neutral colour simple landing page option,11,med,13,med,1,0,3,3,5,6,6,6,6,6,4,6,6,6,5.75,5.5,6.0,False
307,12,2,2.0,5s,97.0,1.0,1.0,sunglass contact,2,3,1.0,simple layout predominant colour blue lot different featured different option,10,med,17,med,1,1,2,3,3,4,4,4,4,4,4,3,4,4,3.75,4.0,3.5,False
308,12,3,2.97,5s,134.0,1.0,1.0,outdoors clothing essential,3,5,0.0,landing page large emphasis cheetah image take attention away rest website,11,med,20,med,1,1,0,1,4,2,2,3,2,1,1,3,1,1,2.25,1.5,2.5,False
309,12,4,5.27,5s,94.0,1.0,1.0,weather,1,1,0.0,large image weather day option thing blue predominant landing page,10,med,24,high,1,1,1,2,2,1,5,4,7,5,2,4,4,2,4.5,3.25,2.5,False
310,12,5,7.5,5s,117.37,1.0,1.0,animal supply,2,2,0.0,yellow red predominant colour lot eye catching element section making hard read figure,13,high,28,high,1,0,1,1,1,1,1,1,5,1,1,1,1,1,2.0,1.0,1.0,False
311,12,6,8.0,5s,194.0,0.5,0.5,news,1,1,0.0,lot news column central column take page image article column made headline illustrative component,14,high,30,high,2,3,0,3,2,1,1,3,6,1,1,1,2,2,2.75,1.75,1.0,False
312,14,1,0.22,5s,55.0,1.0,1.0,clothes,1,1,1.0,made fashion site,3,low,4,low,0,0,0,0,6,6,6,6,5,5,4,5,5,5,5.5,5.0,5.5,False
313,14,2,2.0,5s,71.0,1.0,1.0,eye service,2,2,0.0,looked alright professional,3,low,6,low,0,0,0,0,4,4,5,4,5,4,4,5,5,4,4.75,4.0,4.5,False
314,14,3,2.97,5s,71.0,1.0,0.0,remember,1,2,0.0,staring tiger attention grabbing,4,low,8,low,0,1,0,1,4,5,5,4,4,4,4,5,5,5,4.5,4.25,5.0,False
315,14,4,5.27,5s,57.0,1.0,1.0,weather update,2,2,1.0,looked clear simple,3,low,4,low,0,0,1,1,6,6,5,6,5,6,5,5,5,5,5.25,5.5,5.5,False
316,14,5,7.5,5s,63.0,1.0,0.5,animal stuff,2,2,0.0,looked colourful profesional,3,low,4,low,0,0,1,1,5,6,5,5,4,6,5,5,5,5,4.75,5.25,5.5,False
317,14,6,8.0,5s,52.0,1.0,0.5,news,1,1,0.0,word looked crowded,3,low,6,low,0,0,1,1,3,3,4,4,4,4,3,4,4,3,3.75,3.5,3.5,False
318,15,1,0.22,5s,148.0,1.0,1.0,child adult clothing,3,4,0.0,minimalist website clothes appeared pyjama kid adult appeared priced,9,med,24,high,1,1,1,2,6,6,6,6,4,5,5,6,6,5,5.5,5.25,6.0,False
319,15,2,2.0,5s,89.0,1.0,1.0,optician,1,1,1.0,option purchase glass sunglass contact lens,6,med,8,low,1,1,0,1,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,False
320,15,3,2.97,5s,87.0,1.0,1.0,outdoor clothing,2,2,1.0,animal largest photo promoting,4,low,9,low,0,1,0,1,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,False
321,15,4,5.27,5s,90.0,1.0,1.0,weather forecast,2,2,0.0,weather information czech republic,4,low,5,low,0,1,0,1,5,6,5,5,5,5,5,5,5,5,5.0,5.0,5.5,False
322,15,5,7.5,5s,103.0,1.0,1.0,animal food,2,2,0.0,product animal,2,low,3,low,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,False
323,15,6,8.0,5s,109.0,1.0,0.5,article,1,2,0.0,looked news article website different article,6,med,13,med,0,1,0,1,4,3,4,4,3,4,3,4,3,3,3.5,3.5,3.5,False
324,17,1,0.22,5s,147.0,1.0,1.0,clothing store selling clothes woman child,6,12,0.0,section woman child clothing offer free shipping date july whistle written white inside blue box option select diferent language selected,20,high,46,high,3,4,0,4,6,6,6,6,6,6,4,6,6,6,6.0,5.5,6.0,False
325,17,2,2.0,5s,142.0,1.0,1.0,sell eyewear eye examination,4,9,0.0,family beach blue sky yellow sandy beach noticed nearest store location prague book examination online,15,high,25,high,1,3,0,3,5,6,6,6,5,5,6,6,6,6,5.5,5.75,6.0,False
326,17,3,2.97,5s,177.0,1.0,1.0,sell product wth hiking,4,7,0.0,hiking bottom scren section backpack site bright dull ahve spend time recall overly busy different section backpack section running,19,high,68,high,3,3,2,5,6,6,6,6,6,6,5,6,6,6,6.0,5.75,6.0,False
327,17,4,5.27,5s,168.0,1.0,1.0,weather forecast,2,4,0.0,noticed displaying weather prague big blue box cloud forecast coming day easily identifiable weather forecast site,16,high,36,high,3,3,0,3,5,5,7,4,6,4,5,6,6,6,6.0,4.75,5.5,False
328,17,5,7.5,5s,184.0,1.0,1.0,product animal store,3,7,1.0,colourful mcdonalds colour scheme yellow red apparent realised store beciase water fountain recently indication store,15,high,55,high,2,1,2,3,3,3,5,2,3,2,3,3,3,5,3.5,3.0,3.0,False
329,17,6,8.0,5s,225.0,1.0,1.0,newspaper geared schience technology community,5,14,0.0,text screen lot headline busy read headline properly quickly scanned page image stick head lady staring open mouthed oage white background text page,23,high,65,high,2,2,1,3,1,5,4,4,3,5,3,4,5,4,3.25,4.0,4.5,False
330,18,1,0.22,5s,54.0,1.0,1.0,clothes,1,1,0.0,link female kid clothes,4,low,6,low,0,1,0,1,6,5,4,4,5,4,4,5,5,4,5.0,4.0,5.0,False
331,18,2,2.0,5s,66.0,1.0,1.0,glass,1,1,0.0,website selling glass,3,low,4,low,0,0,0,0,5,5,4,4,4,5,3,5,5,4,4.5,4.0,5.0,False
332,18,3,2.97,5s,64.0,1.0,1.0,climbing gear,2,2,0.0,walker hill,2,low,4,low,0,1,0,1,3,4,5,5,4,5,5,5,5,5,4.25,5.0,4.5,False
333,18,4,5.27,5s,64.0,1.0,1.0,weather forecast,2,2,0.0,big weather map,3,low,3,low,0,1,0,1,4,3,6,4,5,3,4,4,4,4,4.75,3.75,3.5,False
334,18,5,7.5,5s,74.0,1.0,0.0,,0,2,0.0,random featured product,3,low,5,low,1,1,0,1,4,3,4,3,4,3,3,3,3,3,3.75,3.0,3.0,False
335,18,6,8.0,5s,49.0,1.0,1.0,tech blog,2,2,0.0,lot news story,3,low,4,low,0,1,0,1,3,3,5,4,5,4,3,4,4,3,4.25,3.5,3.5,False
336,19,1,0.22,5s,154.0,1.0,1.0,clothes,1,1,1.0,clothes site purchase outfit family,5,low,13,med,0,1,0,1,7,4,7,7,7,4,7,7,7,4,7.0,5.5,5.5,False
337,19,2,2.0,5s,87.0,1.0,1.0,eyewear,1,1,1.0,website offer glass sunglass contact lens presumably prescription,8,med,12,med,0,1,0,1,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,False
338,19,3,2.97,5s,177.0,0.5,1.0,outdoor sport product,3,3,1.0,black white leopard picture couple trekking back sell outdoor clothing product,11,med,25,high,1,2,0,2,7,4,7,4,7,4,4,7,7,4,7.0,4.0,5.5,False
339,19,4,5.27,5s,127.0,1.0,1.0,weather information,2,3,1.0,looked weather forecasting website,4,low,7,low,0,0,0,0,7,4,7,4,7,4,4,7,7,4,7.0,4.0,5.5,False
340,19,5,7.5,5s,217.0,1.0,1.0,site sell food product animal sign online branch,8,21,1.0,buy food animal product,4,low,11,low,0,0,0,0,7,7,7,7,7,4,7,7,7,7,7.0,6.25,7.0,False
341,19,6,8.0,5s,165.0,1.0,1.0,site information tech,3,7,1.0,article energy technology,3,low,15,med,0,1,0,1,7,4,7,4,7,4,7,7,7,4,7.0,4.75,5.5,False
342,20,1,0.22,5s,118.0,1.0,1.0,sustainable fashion,2,2,0.0,pastel yellow navy blue photo child woman pastel clothes,9,med,13,med,1,1,1,2,7,5,7,4,7,5,4,4,7,3,7.0,4.0,4.5,False
343,20,2,2.0,5s,121.0,1.0,1.0,glass contact lens,3,4,1.0,blue white colour scheme glass sunglass sunny picture fresh summery,10,med,14,med,1,1,2,3,6,7,4,5,7,5,4,6,7,6,6.0,5.0,6.5,False
344,20,3,2.97,5s,123.0,1.0,1.0,running hiking gear,3,3,0.0,white blue red colour scheme couple running hill logo big picture,11,med,14,med,1,3,1,4,7,6,7,6,7,6,4,6,7,4,7.0,5.0,6.0,False
345,20,4,5.27,5s,100.0,1.0,1.0,weather forecast,2,2,0.0,blue white colour scheme weather map weather photo weather forecast calendar,11,med,11,low,1,3,1,4,7,6,7,6,7,5,4,7,7,4,7.0,4.75,6.5,False
346,20,5,7.5,5s,122.0,1.0,1.0,product,1,2,0.0,yellow red colour scheme pic animal animal product,8,med,11,low,1,1,1,2,7,5,7,4,7,4,4,5,7,4,7.0,4.0,5.0,False
347,20,6,8.0,5s,119.0,1.0,1.0,news technology,2,3,0.0,tech story headline black white,5,low,8,low,0,1,1,2,7,4,7,4,7,4,3,5,7,3,7.0,3.5,4.5,False
348,21,1,0.22,5s,93.0,1.0,0.0,pijamas,1,1,0.0,boring commerce,2,low,4,low,0,0,0,0,4,4,4,4,4,3,2,3,5,2,4.25,2.75,3.5,False
349,21,2,2.0,5s,85.0,1.0,1.0,lens eye,2,3,0.0,looked holiday resort advert,4,low,7,low,0,0,0,0,4,4,5,4,4,4,4,4,5,4,4.5,4.0,4.0,False
350,21,3,2.97,5s,107.0,1.0,1.0,trekking sportwear,2,2,0.0,banal,1,low,2,low,0,0,0,0,4,4,3,3,5,2,3,4,4,3,4.0,2.75,4.0,False
351,21,4,5.27,5s,112.0,1.0,1.0,weather report,2,2,0.0,clean fresh page light color,5,low,10,low,0,0,1,1,6,5,6,4,6,5,4,6,5,4,5.75,4.25,5.5,False
352,21,5,7.5,5s,82.0,1.0,1.0,animal food tool,3,4,1.0,hard remember,2,low,3,low,0,0,0,0,4,4,3,5,4,3,5,5,2,4,3.25,4.25,4.5,False
353,21,6,8.0,5s,126.0,1.0,1.0,technology info,2,2,0.0,load information pre dominant white background small fixed dimension make hard read recall,13,high,19,med,1,0,1,1,4,3,2,3,4,3,3,3,3,4,3.25,3.25,3.0,False
354,22,1,0.22,5s,277.0,1.0,1.0,clothes fashion evrryone looked pyjama age generally yellow colour scheme aimed family,12,22,1.0,small whistle logo top left scrolled font image woman young girl casual light yellow informal clothing girl hedgehog front smiling pleasently leaning left casual expression,25,high,43,high,3,3,0,3,6,4,6,5,5,5,3,5,5,4,5.5,4.25,4.5,False
355,22,2,2.0,5s,205.0,1.0,0.0,item ready holiday,3,8,1.0,family smiling laying golden sand sunglass row big small youngest child underneath image good offer suncream sunglass logo top left,20,high,40,high,3,3,0,3,6,6,6,5,6,5,5,5,6,5,6.0,5.0,5.5,False
356,22,3,2.97,5s,279.0,1.0,1.0,outdoor clothing accessory,3,4,0.0,full colour image fell runner running side mountain modern outdoor gear image gear offer shoe outdoor clothes left leopard image full greyscale contrasted colour photo back,26,high,54,high,2,3,0,3,2,6,6,6,5,6,6,6,6,6,4.75,6.0,6.0,False
357,22,4,5.27,5s,184.0,1.0,1.0,show weather forecast,3,4,1.0,weathery logo top forecast day week clickable graphic bottom row blue traditional weather symbol weather particular region area map image central temp symbol,23,high,45,high,2,3,0,3,3,6,6,6,6,5,6,6,6,5,5.25,5.5,6.0,False
358,22,5,7.5,5s,229.0,1.0,0.0,selling minute food possibly walnut,5,10,0.0,large text graphic large image plain background red dial type clock graphic min second text white background made easy,19,high,27,high,2,2,1,3,6,4,6,3,6,2,2,4,6,2,6.0,2.25,4.0,False
359,22,6,8.0,5s,277.0,1.0,1.0,providing tech knowledge computer building,5,11,0.0,simple block font logo tech live left series news item clicked opened reading picture white building horse shoe shape possible desert setting,22,high,43,high,2,3,0,3,3,5,6,5,5,5,5,5,6,4,5.0,4.75,5.0,False
360,25,1,0.22,5s,114.0,1.0,1.0,clothing woman child,3,6,0.0,website clothes section person bright appealing colour usage,8,med,19,med,1,1,1,2,5,6,5,5,5,5,5,5,5,5,5.0,5.0,5.5,False
361,25,2,2.0,5s,127.0,1.0,1.0,eye product,2,3,0.0,show eye product promoting life family made section including eye lense,11,med,18,med,0,1,0,1,5,5,6,6,5,6,5,5,5,5,5.25,5.5,5.0,False
362,25,3,2.97,5s,297.0,1.0,1.0,sportswear,1,1,0.0,webpage sportswear outdoor mountain climbing,5,low,8,low,0,0,0,0,4,6,5,6,5,5,5,5,5,5,4.75,5.25,5.5,False
363,25,4,5.27,5s,115.0,1.0,1.0,weather,1,3,0.0,show weather prediction,3,low,4,low,0,0,0,0,5,5,5,5,5,4,5,5,5,6,5.0,5.0,5.0,False
364,25,5,7.5,5s,194.0,1.0,0.0,bright website home product,4,4,0.0,bright yellow block colour top product underneath,7,med,10,low,1,1,1,2,5,3,5,3,3,2,5,4,6,5,4.75,3.75,3.5,False
365,25,6,8.0,5s,123.0,1.0,0.0,battery energy source,3,6,0.0,energy source alot wording,4,low,6,low,0,0,1,1,2,3,5,4,4,4,3,4,5,5,4.0,4.0,3.5,False
366,26,1,0.22,5s,70.0,1.0,1.0,clothes,1,1,0.0,simple website selling clothes woman kid,6,med,9,low,1,1,1,2,6,5,6,5,6,5,5,6,6,4,6.0,4.75,5.5,False
367,26,2,2.0,5s,62.0,1.0,1.0,sunglass glass,2,3,0.0,website selling glass contact lens sunglass,6,med,7,low,0,1,0,1,5,5,5,6,4,6,5,5,6,5,5.0,5.5,5.0,False
368,26,3,2.97,5s,75.0,1.0,0.5,backpack running shoe,3,4,0.0,clean design snow leopard picture hiking,6,med,12,med,1,2,1,3,5,6,5,6,5,5,5,6,5,6,5.0,5.5,6.0,False
369,26,4,5.27,5s,67.0,1.0,1.0,weather advice forecast,3,4,0.0,different section weather news forecast,5,low,7,low,0,1,0,1,3,4,6,5,5,4,5,6,5,5,4.75,4.75,5.0,False
370,26,5,7.5,5s,97.0,1.0,1.0,product,1,2,1.0,yellow black color scheme big section center describing order online pick local branch,13,high,23,med,1,1,1,2,3,5,5,6,3,5,6,5,3,6,3.5,5.75,5.0,False
371,26,6,8.0,5s,71.0,1.0,1.0,tech news,2,2,0.0,tech news website section different type tech news,8,med,12,med,0,1,0,1,2,3,4,4,5,4,3,4,2,3,3.25,3.5,3.5,False
372,27,1,0.22,5s,121.0,1.0,1.0,clothing,1,1,0.0,picture including woman child professional stylish bright colourful,8,med,15,med,1,1,2,3,6,6,6,7,5,7,6,6,7,7,6.0,6.75,6.0,False
373,27,2,2.0,5s,116.0,1.0,1.0,contact lens,2,2,1.0,large image text plain,4,low,6,low,1,1,1,2,6,5,5,5,4,5,4,5,6,4,5.25,4.5,5.0,False
374,27,3,2.97,5s,100.0,1.0,0.0,,0,2,0.0,large picture text obvious website,5,low,13,med,0,1,1,2,4,5,4,4,3,5,5,4,4,5,3.75,4.75,4.5,False
375,27,4,5.27,5s,143.0,1.0,1.0,detail weather,2,4,0.0,illustration dropdown menu text,4,low,5,low,0,2,0,2,5,4,6,4,6,4,3,4,6,4,5.75,3.75,4.0,False
376,27,5,7.5,5s,91.0,1.0,1.0,food,1,2,0.0,image text colourful show selling,5,low,10,low,0,0,1,1,5,5,6,5,4,5,6,5,6,5,5.25,5.25,5.0,False
377,27,6,8.0,5s,123.0,1.0,0.5,news,1,1,0.0,wordy picture small intriguing,4,low,7,low,0,1,1,2,5,3,5,3,4,3,3,3,5,3,4.75,3.0,3.0,False
378,28,1,0.22,5s,173.0,1.0,1.0,sustainable fashion clothes woman child,5,8,0.0,page big picture men woman child clothing easily find relevant clothes big picture design blue white believe blue header title logo,21,high,52,high,2,2,1,3,7,6,7,4,5,5,6,6,7,6,6.5,5.25,6.0,False
379,28,2,2.0,5s,608.0,1.0,1.0,glass contact lens sunglass aimed holiday seemingly holiday,8,19,1.0,dominant picture big summer holiday advert bottom different category product website offered,12,med,24,high,0,2,0,2,7,5,6,3,2,3,2,3,3,2,4.5,2.5,4.0,False
380,28,3,2.97,5s,102.0,1.0,1.0,backpack hiking gear shoe,4,6,0.0,sport hiking clothing different section clothing bottom easily find sport themed site matching brand extremely,15,high,32,high,1,2,0,2,4,7,7,6,6,6,7,6,7,6,6.0,6.25,6.5,False
381,28,4,5.27,5s,184.0,1.0,1.0,weather forecast,2,4,0.0,white blue relatively outdated needed refresh design felt cheap outdated weather map left forecast hand side,16,high,44,high,2,2,2,4,4,3,3,2,5,2,3,3,6,3,4.5,2.5,3.0,False
382,28,5,7.5,5s,173.0,1.0,1.0,item pet animal similar pet home box goody pet,9,19,0.5,design plenty room content easy read picture location center side bottom quickly identify sold page title product aimed pet animal,20,high,55,high,2,1,2,3,6,6,6,5,5,5,6,6,7,6,6.0,5.5,6.0,False
383,28,6,8.0,5s,202.0,1.0,1.0,news coverage tech related story,5,8,0.0,cluttered kinda looked bunch advert news fill page leaf room white red design believe small top title reduces chance visitor remember site filled content read quickly therfore bit turn visitor page,31,high,86,high,2,1,2,3,2,2,1,2,2,3,4,1,1,3,1.5,3.0,1.5,False
384,29,1,0.22,5s,118.0,1.0,0.0,sell,1,1,1.0,white neutral colour men woman child clothing diversity model,9,med,13,med,1,1,1,2,7,5,6,4,6,4,3,5,6,2,6.25,3.25,5.0,False
385,29,2,2.0,5s,134.0,1.0,0.0,sell,1,1,0.5,white background blue text minimal text page picture caucasian family holiday,11,med,18,med,1,1,2,3,6,5,6,5,6,4,5,5,5,3,5.75,4.25,5.0,False
386,29,3,2.97,5s,97.0,0.0,0.0,sell,1,1,0.0,footwear running sport definitely gear tiger blue white,8,med,16,med,1,1,1,2,4,5,6,4,5,5,6,5,7,5,5.5,5.0,5.0,False
387,29,4,5.27,5s,107.0,1.0,0.0,provide,1,1,0.0,blue white branding map centre page daily weather update yunderneath,10,med,18,med,1,2,1,3,6,5,6,5,5,5,5,5,6,5,5.75,5.0,5.0,False
388,29,5,7.5,5s,112.0,1.0,0.0,provide,1,1,1.0,yellow red different animal top search bar product underneath,9,med,14,med,1,3,1,4,6,5,6,4,5,4,5,5,5,5,5.5,4.5,5.0,False
389,29,6,8.0,5s,108.0,1.0,0.0,unsure,1,1,0.0,text heavy overwhelming article photo story side looked smaller article,10,med,24,high,1,2,1,3,3,2,4,4,4,3,3,4,3,2,3.5,3.0,3.0,False
